Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1748479716,100,,Aggregated,0.000000,0.000000,200,340,360,430,480,490,30000,30000,30000,30000,30000,104,5,200.0,1650.252526039157,19.14545797626488,30012.7695830015,58.06730769230769
1748479717,100,,Aggregated,0.100000,0.100000,220,340,410,440,490,30000,30000,30000,30000,30000,30000,109,9,220.0,2676.7383275875063,19.14545797626488,30012.7695830015,55.96330275229358
1748479718,100,,Aggregated,0.200000,0.200000,220,340,430,440,30000,30000,30000,30000,30000,30000,30000,113,12,220.0,3379.7953344340153,19.14545797626488,30012.7695830015,54.52212389380531
1748479719,100,,Aggregated,0.500000,0.500000,230,350,430,450,30000,30000,30000,30000,30000,30000,30000,118,16,230.0,4254.393616882133,19.14545797626488,30012.7695830015,52.728813559322035
1748479720,100,,Aggregated,1.000000,0.900000,230,360,440,480,30000,30000,30000,30000,30000,30000,30000,126,21,230.0,5176.981985120201,19.14545797626488,30013.444750016788,50.833333333333336
1748479721,100,,Aggregated,1.400000,1.200000,230,360,440,480,30000,30000,30000,30000,30000,30000,30000,136,25,230.0,5681.275917265499,17.191999999340624,30013.444750016788,49.786764705882355
1748479722,100,,Aggregated,2.200000,1.700000,230,360,450,490,30000,30000,30000,30000,30000,30000,30000,142,28,230.0,6076.659634965349,17.191999999340624,30014.546541991876,48.971830985915496
1748479723,100,,Aggregated,2.900000,2.200000,230,410,480,30000,30000,30000,30000,30000,30000,30000,30000,152,34,230.0,6864.028794671628,17.191999999340624,30014.546541991876,47.35526315789474
1748479724,100,,Aggregated,3.800000,2.500000,230,410,480,30000,30000,30000,30000,30000,30000,30000,30000,155,35,230.0,6925.246015574686,17.191999999340624,30014.546541991876,47.225806451612904
1748479725,100,,Aggregated,4.300000,2.800000,230,410,480,30000,30000,30000,30000,30000,30000,30000,30000,158,35,220.0,6796.390246025572,17.191999999340624,30014.546541991876,47.4873417721519
1748479726,100,,Aggregated,5.300000,3.400000,220,410,480,30000,30000,30000,30000,30000,30000,30000,30000,163,36,220.0,6773.572634693815,17.191999999340624,30014.546541991876,47.52760736196319
1748479727,100,,Aggregated,5.500000,3.400000,220,410,480,30000,30000,30000,30000,30000,30000,30000,30000,165,37,220.0,6873.952708570075,17.191999999340624,30014.546541991876,47.32121212121212
1748479728,100,,Aggregated,6.000000,3.400000,200,360,480,30000,30000,30000,30000,30000,30000,30000,30000,168,37,200.0,6752.328237827896,17.191999999340624,30014.546541991876,47.56547619047619
1748479729,100,,Aggregated,5.900000,3.100000,200,360,480,30000,30000,30000,30000,30000,30000,30000,30000,171,38,200.0,6809.935061626133,17.191999999340624,30014.546541991876,47.44444444444444
1748479730,100,,Aggregated,5.600000,2.800000,200,360,480,30000,30000,30000,30000,30000,30000,30000,30000,172,38,190.0,6770.482333552642,17.191999999340624,30014.546541991876,47.52325581395349
1748479731,100,,Aggregated,5.500000,2.500000,200,410,480,30000,30000,30000,30000,30000,30000,30000,30000,175,40,200.0,6997.991544023056,17.191999999340624,30014.546541991876,47.05714285714286
1748479732,100,,Aggregated,5.000000,2.100000,190,360,480,30000,30000,30000,30000,30000,30000,30000,30000,177,40,190.0,6919.7107024239585,17.191999999340624,30014.546541991876,47.21468926553672
1748479733,100,,Aggregated,4.400000,1.600000,190,410,480,30000,30000,30000,30000,30000,30000,30000,30000,179,41,190.0,7010.326076100753,17.191999999340624,30014.546541991876,47.02793296089386
1748479734,100,,Aggregated,3.900000,1.500000,190,360,480,30000,30000,30000,30000,30000,30000,30000,30000,180,41,190.0,6971.523816878067,17.191999999340624,30014.546541991876,47.105555555555554
1748479735,100,,Aggregated,3.900000,1.500000,190,360,480,30000,30000,30000,30000,30000,30000,30000,30000,181,41,190.0,6933.1724187185555,17.191999999340624,30014.546541991876,47.18232044198895
1748479736,100,,Aggregated,2.700000,0.700000,140,360,480,30000,30000,30000,30000,30000,30000,30000,30000,183,41,140.0,6857.780114054817,17.191999999340624,30014.546541991876,47.333333333333336
1748479737,100,,Aggregated,2.700000,0.700000,140,360,480,30000,30000,30000,30000,30000,30000,30000,30000,183,41,140.0,6857.780114054817,17.191999999340624,30014.546541991876,47.333333333333336
1748479738,100,,Aggregated,2.600000,0.600000,140,360,480,30000,30000,30000,30000,30000,30000,30000,30000,184,41,140.0,6821.0595237610305,17.191999999340624,30014.546541991876,47.40760869565217
1748479739,100,,Aggregated,2.600000,0.600000,140,360,480,30000,30000,30000,30000,30000,30000,30000,30000,184,41,140.0,6821.0595237610305,17.191999999340624,30014.546541991876,47.40760869565217
1748479740,100,,Aggregated,2.600000,0.600000,140,360,480,30000,30000,30000,30000,30000,30000,30000,30000,184,41,140.0,6821.0595237610305,17.191999999340624,30014.546541991876,47.40760869565217
1748479741,100,,Aggregated,2.600000,0.600000,140,360,480,30000,30000,30000,30000,30000,30000,30000,30000,184,41,140.0,6821.0595237610305,17.191999999340624,30014.546541991876,47.40760869565217
